startX,startY,velocity_value_1,velocity_value_2,velocity_value_3,velocity_value_4,velocity_value_5,velocity_value_6,velocity_value_7,velocity_value_8,velocity_value_9,velocity_value_10,velocity_value_11,velocity_value_12,velocity_value_13,velocity_value_14,velocity_value_15,velocity_value_16,velocity_value_17,velocity_value_18,velocity_value_19,velocity_value_20,velocity_angle_1,velocity_angle_2,velocity_angle_3,velocity_angle_4,velocity_angle_5,velocity_angle_6,velocity_angle_7,velocity_angle_8,velocity_angle_9,velocity_angle_10,velocity_angle_11,velocity_angle_12,velocity_angle_13,velocity_angle_14,velocity_angle_15,velocity_angle_16,velocity_angle_17,velocity_angle_18,velocity_angle_19,velocity_angle_20,currentState
86.87820864013428,216.2741315647355,1.6088393401661827,0.44880082330586896,0.2652127323349712,0.0728899036159787,0.0,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.3802096795248944,0.24999876195185355,-2.1490960837218918,0.0,0.0,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,23
87.3136883488584,216.38532721591727,0.44880082330586896,0.2652127323349712,0.0728899036159787,0.0,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.24999876195185355,-2.1490960837218918,0.0,0.0,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,23
87.16852789528987,216.1629412548642,0.2652127323349712,0.0728899036159787,0.0,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,-2.1490960837218918,0.0,0.0,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,23
87.24109429893562,216.1629412548642,0.0728899036159787,0.0,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.0,0.0,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,23
87.24109429893562,216.1629412548642,0.0,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.0,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,23
87.16852789528987,216.1629412548642,0.07242135092198734,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.4512571637158938,3.141592653589793,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,-0.8546370314595343,23
86.22497342109892,218.05325672890248,2.1133762158025813,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.4512571637158938,0.42129571189156556,2.0337651891172026,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,-0.8546370314595343,-0.6536668126387821,23
86.22497342109892,217.49728562964174,0.8263990232240107,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.4512571637158938,0.42129571189156556,0.3190524399974589,-1.5707963267948966,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,-0.8546370314595343,-0.6536668126387821,0.0,23
86.1523979832475,217.49728562964174,0.06978407485713971,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.4512571637158938,0.42129571189156556,0.3190524399974589,0.29303848542398925,3.141592653589793,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,-0.8546370314595343,-0.6536668126387821,0.0,-0.6536712815467015,23
86.1523979832475,217.38607832632783,0.10296972529065342,0.0,0.10857694624592028,0.12666866752220737,0.4107765517379488,0.4337685891181532,0.48898690515580046,0.5714948050934429,0.280215115503004,0.5101048095305352,0.0760656042289974,0.21346525929513563,0.1416079498446149,0.21784477511394754,0.49509484975957824,0.4512571637158938,0.42129571189156556,0.3190524399974589,0.29303848542398925,0.2510195451615126,-1.5707963267948966,0.0,-0.9925639016774089,0.0,0.29734001612578587,0.0,0.0,0.36580657743154943,0.0,0.0,0.0,0.0,0.0,0.0,-0.9925246800743744,-0.8546370314595343,-0.6536668126387821,0.0,-0.6536712815467015,-0.9925127203320294,23
